"","Nombre","Equipo & Posicion","Peso","Altura","Nacionalidad","Juegos Jugados","Juegos Titular","Goles","Autogoles","Minutos Jugados","Tarjetas Amarillas","Tarjetas Rojas"
"365","Pablo César López Martínez","Medio Defensivo en Pachuca (LIGA MX) para Apertura 2018 - Apertura 2022","59.8 kg","1.67","Mexicano",NA,NA,NA,"0",NA,NA,NA
"366","Romario Andrés Ibarra Mina","Medio en Pachuca (LIGA MX) para Apertura 2019 - Clausura 2020","77 kg","1.74","Ecuatoriano","4","3",NA,"0","294","1",NA
"367","Luis Gerardo Chávez Magallón","Medio en Pachuca (LIGA MX) para Apertura 2019 - Clausura 2020","72 kg","1.77","Mexicano","9","7","1","0","521","1","1"
"368","Víctor Alejandro Dávila Zavala","Delantero en Pachuca (LIGA MX) para Clausura 2019 - Apertura 2022","70 kg","1.73","Chileno","7","5",NA,"0","390","1",NA
"369","Colin Kazim Richards ","Delantero en Pachuca (LIGA MX) para Clausura 2020 - Apertura 2020","96 kg","1.87","Inglés","9","7","2","0","561","4",NA
"370","Juan Manuel Iturbe Arévalos","Delantero en Pachuca (LIGA MX) para Clausura 2020","75 kg","1.7","Paraguayo","4","1",NA,"0","126",NA,NA
"371","Franco Daniel Jara ","Delantero en Pachuca (LIGA MX)","76.9 kg","1.8","Argentino","10","8","7","0","710","2",NA
"372","Roberto Carlos de la Rosa González","Delantero en Pachuca (LIGA MX) para Clausura 2020 - Apertura 2022","81.3 kg","1.8","Mexicano","4",NA,NA,"0","100",NA,NA
"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","Gil Esaul Alcalá Barba","Portero en Querétaro (LIGA MX) para Apertura 2018 - Clausura 2023","74.4 kg","1.79","Mexicano","10","10",NA,"0","900",NA,NA
"381","Gerardo Daniel Ruíz Barragán","Portero en Querétaro (LIGA MX) para Apertura 2019 - Clausura 2020","77 kg","1.9","Mexicano",NA,NA,NA,"0",NA,NA,NA
"382","Benny Díaz Jáuregui","Portero en Querétaro (LIGA MX) para Apertura 2019 - Clausura 2023","83 kg","1.87","Mexicano",NA,NA,NA,"0",NA,NA,NA
"383","Julián Alberto Velázquez ","Defensa en Querétaro (LIGA MX) para Clausura 2020 - Apertura 2020","80 kg","1.84","Argentino","10","10",NA,"0","885","3","1"
"384","Jair Pereira Rodríguez","Defensa Central en Querétaro (LIGA MX) para Apertura 2019 - Clausura 2020","81 kg","1.86","Mexicano",NA,NA,NA,"0",NA,NA,NA
"385","Víctor Manuel Milke Almagro","Defensa en Querétaro (LIGA MX)","72 kg","1.82","Mexicano",NA,NA,NA,"0",NA,NA,NA
"386","Jorge Luis Aguilar Miranda","Defensa en Querétaro (LIGA MX) para Clausura 2020 - Apertura 2020","77.5 kg","1.83","Paraguayo","8","7","1","0","634",NA,NA
"387","Fabián Andrés Castillo Sánchez","Defensa Lateral en Querétaro (LIGA MX) para Apertura 2019 - Clausura 2020","74 kg","1.74","Colombiano","10","10","2","0","818","2",NA
"388","Areli Betsiel Hernández Huerta","Defensa en Querétaro (LIGA MX) para Apertura 2018 - Clausura 2021","72 kg","1.73","Mexicano","6","6",NA,"0","511","3",NA
"389","Idekel Alberto Domínguez Rodríguez","Defensa Lateral en Querétaro (LIGA MX) para Clausura 2020 - Apertura 2020","70 kg","1.75","Mexicano",NA,NA,NA,"0",NA,NA,NA
"390","Alexis Rafael Pérez Fontanilla","Defensa en Querétaro (LIGA MX)","77 kg","1.77","Colombiano",NA,NA,NA,"0",NA,NA,NA
"391","Enrique López Fernández","Defensa Lateral en Querétaro (LIGA MX) para Apertura 2019 - Clausura 2020","80 kg","1.86","Español","7","6",NA,"0","506","3",NA
"392","Michael Pérez Ortiz","Medio Defensivo en Querétaro (LIGA MX) para Clausura 2020 - Apertura 2020","76 kg","1.77","Mexicano","4","1",NA,"0","122","1",NA
"393","Brian Eduardo Figueroa Flores","Medio Ofensivo en Querétaro (LIGA MX) para Clausura 2020 - Apertura 2020","72.9 kg","1.77","Mexicano",NA,NA,NA,"0",NA,NA,NA
"394","Clifford Aboagye ","Medio en Querétaro (LIGA MX) para Apertura 2019 - Clausura 2020","55 kg","1.65","Ghanés","10","10","1","0","891","2",NA
"395","Marcel Alejandro Ruiz Suárez","Medio en Querétaro (LIGA MX) para Apertura 2019 - Clausura 2021","68 kg","1.8","Mexicano","10","10","2","0","802","2",NA
"396","Jefferson Gabriel Orejuela Izquierdo","Medio Ofensivo en Querétaro (LIGA MX) para Clausura 2020 - Apertura 2022","75.4 kg","1.79","Ecuatoriano","4","3",NA,"0","233","2",NA
"397","Jonathan Suárez Cortes","Medio en Querétaro (LIGA MX) para Apertura 2018 - Clausura 2023","76 kg","1.78","Mexicano","4","1",NA,"0","146",NA,NA
"398","Antonio Nava Cid","Medio en Querétaro (LIGA MX) para Clausura 2020 - Apertura 2020","92 kg","1.69","Mexicano","1","1",NA,"0","90",NA,NA
"399","Jonathan Ezequiel Perlaza Leiva","Medio Ofensivo en Querétaro (LIGA MX) para Clausura 2020 - Apertura 2023","68.5 kg","1.69","Ecuatoriano","7","5",NA,"0","455","1",NA
"400","Omar Arellano Riverón","Medio en Querétaro (LIGA MX) para Apertura 2019 - Clausura 2021","72 kg","1.78","Mexicano","5",NA,NA,"0","130","1",NA
"401","Jaime Gómez Valencia","Medio en Querétaro (LIGA MX) para Apertura 2018 - Apertura 2020","67 kg","1.76","Mexicano","10","10","1","0","900","1",NA
"402","Jordi Cortizo de la Piedra","Medio en Querétaro (LIGA MX) para Apertura 2018 - Apertura 2021","70 kg","1.72","Mexicano","5",NA,NA,"0","124",NA,NA
"403","Paolo Yrizar Martín del Campo","Delantero en Querétaro (LIGA MX) para Clausura 2019 - Clausura 2022","78 kg","1.84","Mexicano","4",NA,NA,"0","51",NA,NA
"404","Jeison Steven Lucumí Mina","Delantero en Querétaro (LIGA MX) para Apertura 2019 - Clausura 2020","75 kg","1.78","Colombiano","9","9",NA,"0","711",NA,NA
"405","Ariel Gerardo Nahuelpan Osten","Delantero en Querétaro (LIGA MX) para Clausura 2020 - Apertura 2020","92 kg","1.88","Mexicano","8","7","5","0","648","4",NA
"406","Enrique Luis Triverio ","Delantero en Querétaro (LIGA MX) para Apertura 2019 - Clausura 2020","82 kg","1.83","Argentino","6","3",NA,"0","272",NA,NA
"407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","Carlos Felipe Rodríguez Rangel","Portero en Club Atlético de San Luis (LIGA MX) para Apertura 2019 - Clausura 2022","80 kg","1.84","Mexicano","10","10",NA,"0","900",NA,NA
"416","Axel Wilfredo Werner ","Portero en Club Atlético de San Luis (LIGA MX) para Apertura 2019 - Clausura 2020","85 kg","1.91","Argentino",NA,NA,NA,"0",NA,NA,NA
"417","Roberto Alejandro Salcedo Reynoso","Portero en Club Atlético de San Luis (LIGA MX) para Apertura 2019 - Clausura 2021","79 kg","1.83","Mexicano",NA,NA,NA,"0",NA,NA,NA
"418","Juan Antonio Portales Villarreal","Defensa en Club Atlético de San Luis (LIGA MX) para Apertura 2019 - Clausura 2020","76 kg","1.82","Mexicano","1","1",NA,"0","40",NA,NA
"419","Matías Ezequiel Catalán ","Defensa Lateral en Club Atlético de San Luis (LIGA MX) para Apertura 2019 - Clausura 2021","78 kg","1.8","Argentino","8","8","1","0","668","1",NA
"420","Pedro Mario Álvarez Abrante","Defensa Central en Club Atlético de San Luis (LIGA MX) para Apertura 2019 - Clausura 2020","72 kg","1.75","Español","3","2",NA,"0","183","1",NA
"421","Luis Ricardo Reyes Moreno","Defensa Lateral en Club Atlético de San Luis (LIGA MX) para Apertura 2019 - Clausura 2020","66 kg","1.81","Mexicano","10","10","1","0","900",NA,NA
"422","Unai Bilbao Arteta","Defensa Central en Club Atlético de San Luis (LIGA MX) para Apertura 2019 - Clausura 2021","87.5 kg","1.92","Español","1","1",NA,"0","90","1",NA
"423","Dionicio Manuel Escalante Moreno","Defensa en Club Atlético de San Luis (LIGA MX) para Apertura 2019 - Apertura 2020","83 kg","1.7","Mexicano","9","9",NA,"0","810",NA,NA
"424","Luis Fernando León Bermeo","Defensa Central en Club Atlético de San Luis (LIGA MX) para Clausura 2020 - Apertura 2022","70 kg","1.85","Ecuatoriano","10","10",NA,"0","900","4",NA
"425","Mario Humberto de Luna Saucedo","Defensa Central en Club Atlético de San Luis (LIGA MX) para Apertura 2019 - Clausura 2021","78 kg","1.79","Mexicano","1",NA,NA,"0","5",NA,NA
"426","Juan David Castro Ruíz","Medio en Club Atlético de San Luis (LIGA MX) para Apertura 2019 - Clausura 2021","69 kg","1.65","Mexicano","9","5",NA,"0","558",NA,NA
"427","Luis Felipe Gallegos Leiva","Medio Defensivo en Club Atlético de San Luis (LIGA MX) para Clausura 2020 - Apertura 2022","73 kg","1.73","Chileno","8","8",NA,"0","649","1",NA
"428","Fernando Madrigal González","Medio en Club Atlético de San Luis (LIGA MX) para Apertura 2019 - Clausura 2021","70.2 kg","1.76","Mexicano",NA,NA,NA,"0",NA,NA,NA
"429","Anderson Andrés Julio Santos","Medio Ofensivo en Club Atlético de San Luis (LIGA MX) para Clausura 2020 - Apertura 2022","70 kg","1.71","Ecuatoriano","8","4",NA,"0","326","1",NA
"430","Javier Cortés Granados","Medio en Club Atlético de San Luis (LIGA MX) para Clausura 2020","62 kg","1.71","Mexicano","6","5",NA,"0","366","1",NA
"431","Carlos Gutiérrez Estefa","Medio en Club Atlético de San Luis (LIGA MX) para Apertura 2019 - Clausura 2020","73 kg","1.77","Mexicano","3",NA,NA,"0","77",NA,NA
"432","Jorge Alberto Sánchez López","Medio Defensivo en Club Atlético de San Luis (LIGA MX) para Apertura 2019 - Clausura 2020","55 kg","1.7","Mexicano","5",NA,NA,"0","69",NA,NA
"433","Camilo Sebastián Mayada Mesa","Medio en Club Atlético de San Luis (LIGA MX) para Apertura 2019 - Clausura 2022","73 kg","1.74","Uruguayo","10","10",NA,"0","855","2",NA
"434","Oscar Uriel Macías Mora","Medio Defensivo en Club Atlético de San Luis (LIGA MX) para Apertura 2019 - Clausura 2020","72 kg","1.77","Mexicano","4","1",NA,"0","100","1",NA
"435","Diego Hernández Jiménez","Medio en Club Atlético de San Luis (LIGA MX) para Apertura 2019 - Clausura 2020","77 kg","1.77","Mexicano","5","3",NA,"0","287",NA,NA
"436","Germán Berterame ","Delantero en Club Atlético de San Luis (LIGA MX) para Apertura 2019 - Clausura 2022","71 kg","1.73","Argentino","10","10","4","0","886","3",NA
"437","Nicolás Alejandro Ibáñez ","Delantero en Club Atlético de San Luis (LIGA MX) para Apertura 2019 - Clausura 2020","76 kg","1.78","Argentino","10","10","5","0","900",NA,NA
"438","Diego Iván Pineda Juárez","Delantero en Club Atlético de San Luis (LIGA MX) para Apertura 2019 - Clausura 2020","77 kg","1.78","Mexicano","2",NA,NA,"0","21",NA,NA
"439","Ian González Nieto","Delantero en Club Atlético de San Luis (LIGA MX) para Apertura 2019 - Clausura 2021","83 kg","1.89","Español","6","2",NA,"0","243","1","1"
"440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Hugo Alfonso González Durán","Portero en Necaxa (LIGA MX)","82.8 kg","1.83","Mexicano","7","7",NA,"0","545","1",NA
"447","Yosgart Ernesto Gutiérrez Serna","Portero en Necaxa (LIGA MX) para Apertura 2019 - Clausura 2020","82 kg","1.87","Mexicano","3","2",NA,"0","265","1",NA
"448","José Alexis Doldán Aquino","Defensa en Necaxa (LIGA MX) para Clausura 2020 - Apertura 2020","75 kg","1.78","Paraguayo","5","5","1","0","445","1",NA
"449","Carlos Alberto Guzmán Fonseca","Defensa en Necaxa (LIGA MX) para Clausura 2019 - Apertura 2022","72.3 kg","1.76","Mexicano",NA,NA,NA,"0",NA,NA,NA
"450","Jairo Daniel González Fajardo","Defensa en Necaxa (LIGA MX) para Apertura 2019 - Clausura 2022","74.9 kg","1.69","Mexicano","5","5",NA,"0","450","2",NA
"451","Raúl Martín Sandoval Zavala","Defensa en Necaxa (LIGA MX) para Clausura 2020 - Apertura 2023","72 kg","1.73","Mexicano","5","5",NA,"0","450",NA,NA
"452","Rodrigo Javier Noya García","Defensa en Necaxa (LIGA MX) para Apertura 2019 - Clausura 2020","85.8 kg","1.94","Mexicano","8","8","1","0","706","2",NA
"453","Julio Cesar González Trinidad","Defensa en Necaxa (LIGA MX) para Clausura 2020 - Apertura 2023","70 kg","1.76","Paraguayo","6","6",NA,"0","540",NA,NA
"454","Ventura Alvarado Aispuro","Defensa en Necaxa (LIGA MX) para Apertura 2018 - Apertura 2020","77.2 kg","1.81","Mexicano","5","5",NA,"0","450","2",NA
"455","Luis Ernesto Pérez Martínez","Medio en Necaxa (LIGA MX) para Apertura 2018 - Clausura 2021","77.8 kg","1.75","Mexicano",NA,NA,NA,"0",NA,NA,NA
"456","Fernando David Arce Juárez","Medio en Necaxa (LIGA MX) para Clausura 2020 - Apertura 2023","73 kg","1.75","Mexicano","6","6",NA,NA,"531","1",NA
"457","Kevin Bryan Mercado Mina","Medio en Necaxa (LIGA MX) para Clausura 2019 - Apertura 2022","76 kg","1.72","Ecuatoriano","6","3",NA,"0","303","1",NA
"458","Jorge Francisco Lumbreras Romero","Medio en Necaxa (LIGA MX) para Apertura 2019 - Clausura 2022","72.5 kg","1.79","Mexicano",NA,NA,NA,"0",NA,NA,NA
"459","Yerko Bastián Leiva Lazo","Medio en Necaxa (LIGA MX) para Clausura 2020 - Apertura 2023","54 kg","1.62","Chileno","4","2",NA,"0","166",NA,NA
"460","Ricardo Chávez Soto","Medio en Necaxa (LIGA MX) para Apertura 2019 - Clausura 2021","69 kg","1.73","Mexicano","8","8",NA,"0","719","2",NA
"461","Claudio Andres Baeza Baeza","Medio en Necaxa (LIGA MX) para Apertura 2019 - Clausura 2023","68 kg","1.72","Chileno","10","10","1","0","840","4","1"
"462","José Antonio Cobián Ruíz","Medio en Necaxa (LIGA MX) para Apertura 2019 - Clausura 2023","67 kg","1.74","Mexicano","2","1",NA,"0","96",NA,NA
"463","Daniel Álvarez López","Delantero en Necaxa (LIGA MX) para Apertura 2018 - Clausura 2023","74.3 kg","1.76","Mexicano","10","7","2","0","571","2",NA
"464","Mauro Daniel Quiroga ","Delantero en Necaxa (LIGA MX) para Apertura 2019 - Clausura 2021","78 kg","1.87","Argentino","10","10","5","0","900","1",NA
"465","Maximiliano Nahuel Salas ","Delantero en Necaxa (LIGA MX) para Apertura 2019 - Clausura 2023","71 kg","1.72","Argentino","9","4","1","0","430",NA,NA
"466","Juan Antonio Delgado Baeza","Delantero en Necaxa (LIGA MX) para Apertura 2019 - Clausura 2023","71 kg","1.76","Chileno","10","10","4","0","865","2",NA
"467","Luis Guillermo Madrigal Gutiérrez","Delantero en Necaxa (LIGA MX) para Clausura 2020","83 kg","1.87","Mexicano","7",NA,NA,"0","134",NA,NA
"468","Diego Chávez Collins","Delantero en Necaxa (LIGA MX) para Clausura 2020 - Apertura 2022","73 kg","1.75","Mexicano","7","3","1","0","249","1",NA
"469","Ricardo Saúl Monreal Morales","Delantero en Necaxa (LIGA MX) para Clausura 2020 - Clausura 2024","68 kg","1.75","Mexicano",NA,NA,NA,"0",NA,NA,NA
"470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","Alfredo Talavera Díaz","Portero en Toluca (LIGA MX) para Apertura 2018 - Clausura 2021","82 kg","1.88","Mexicano","10","10",NA,"0","900",NA,NA
"478","Ramón Pasquel Colin","Portero en Toluca (LIGA MX) para Apertura 2018 - Clausura 2021","76 kg","1.81","Mexicano",NA,NA,NA,"0",NA,NA,NA
"479","Luis Manuel García Palomera","Portero en Toluca (LIGA MX) para Apertura 2018 - Clausura 2022","90 kg","1.83","Mexicano",NA,NA,NA,"0",NA,NA,NA
"480","Omar Fernando Tobio ","Defensa en Toluca (LIGA MX)","83 kg","1.86","Argentino",NA,NA,NA,"0",NA,NA,NA
"481","Adrián Mora Barraza","Defensa en Toluca (LIGA MX) para Apertura 2019 - Clausura 2022","80 kg","1.9","Mexicano","10","10",NA,"0","900","2",NA
"482","Jonatan Ramón Maidana ","Defensa en Toluca (LIGA MX) para Clausura 2019 - Apertura 2020","80 kg","1.85","Argentino","6","6",NA,"0","540","1",NA
"483","Anibal Hernán Chala Ayovi","Defensa en Toluca (LIGA MX) para Apertura 2019 - Clausura 2022","70 kg","1.79","Ecuatoriano","10","10",NA,"0","900","2",NA
"484","Diego Alejandro Rosales Islas","Defensa en Toluca (LIGA MX) para Clausura 2020 - Clausura 2022","66 kg","1.71","Mexicano",NA,NA,NA,"0",NA,NA,NA
"485","Richard Ruíz Toledo","Defensa Lateral en Toluca (LIGA MX) para Apertura 2019 - Clausura 2020","68 kg","1.75","Mexicano","4",NA,NA,"0","28",NA,NA
"486","Gastón Sauro ","Defensa en Toluca (LIGA MX) para Apertura 2019 - Clausura 2021","75 kg","1.81","Argentino","1",NA,NA,"0","19",NA,NA
"487","Rodrigo Salinas Dorantes","Defensa en Toluca (LIGA MX) para Apertura 2018 - Clausura 2021","74 kg","1.79","Mexicano","4","4",NA,"0","331",NA,NA
"488","Luis Donaldo Hernández González","Defensa en Toluca (LIGA MX) para Apertura 2019 - Clausura 2020","66 kg","1.74","Mexicano","10","10","1","0","900","2",NA
"489","Alan Medina Camacho","Medio en Toluca (LIGA MX) para Apertura 2018 - Clausura 2022","74.4 kg","1.82","Mexicano",NA,NA,NA,"0",NA,NA,NA
"490","William Fernando Da Silva ","Medio en Toluca (LIGA MX) para Apertura 2018 - Clausura 2021","72 kg","1.75","Mexicano","7","7",NA,"0","577","3",NA
"491","Diego Rigonato Rodrigues","Medio en Toluca (LIGA MX) para Apertura 2019 - Clausura 2022","76 kg","1.75","Brasileño",NA,NA,NA,"0",NA,NA,NA
"492","Federico Andrés Mancuello ","Medio en Toluca (LIGA MX) para Clausura 2019 - Apertura 2021","70 kg","1.75","Argentino","2",NA,NA,"0","27",NA,NA
"493","Antonio Ríos Martínez","Medio en Toluca (LIGA MX) para Clausura 2019 - Apertura 2020","74.9 kg","1.72","Mexicano","3","3",NA,"0","225",NA,NA
"494","Javier Güemez López","Medio en Toluca (LIGA MX) para Clausura 2020 - Clausura 2021","70 kg","1.74","Mexicano","9","7","1","0","680","4",NA
"495","Edgar Felipe Pardo Castro","Medio en Toluca (LIGA MX) para Clausura 2019 - Apertura 2021","80 kg","1.78","Colombiano","10","9",NA,"0","784",NA,NA
"496","Leonardo Cecilio Fernández López","Medio en Toluca (LIGA MX) para Clausura 2020 - Apertura 2020","62 kg","1.7","Uruguayo","10","10","8","0","805","2",NA
"497","Kevin Rafael Escamilla Moreno","Medio en Toluca (LIGA MX) para Clausura 2020 - Clausura 2022","78.6 kg","1.79","Mexicano","5","3",NA,"0","296","1",NA
"498","Emmanuel Gigliotti ","Delantero en Toluca (LIGA MX) para Clausura 2019 - Apertura 2021","81 kg","1.87","Argentino","7","6","3","0","523","2",NA
"499","Michael Steveen Estrada Martínez","Delantero en Toluca (LIGA MX) para Clausura 2020 - Apertura 2022","78 kg","1.84","Ecuatoriano","7","2","2","0","264",NA,NA
"500","Carlos Ernesto Cisneros Barajas","Delantero en Toluca (LIGA MX) para Clausura 2020 - Apertura 2020","73.5 kg","1.75","Mexicano","3",NA,NA,"0","52",NA,NA
"501","Pedro Alexis Canelo ","Delantero en Toluca (LIGA MX) para Apertura 2019 - Clausura 2021","80 kg","1.78","Argentino","8","8","1","0","691","1",NA
"502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","Carlos Alberto Higuera de los Ríos","Portero en Tijuana (LIGA MX) para Clausura 2019 - Clausura 2023","77 kg","1.82","Mexicano","1","1",NA,"0","90",NA,NA
"517","Luis Ernesto Michel Vergara","Portero en Tijuana (LIGA MX) para Clausura 2020","76 kg","1.82","Mexicano",NA,NA,NA,"0",NA,NA,NA
"518","Manuel Gibran Lajud Bojalil","Portero en Tijuana (LIGA MX) para Apertura 2018 - Clausura 2023","80 kg","1.8","Mexicano","9","9",NA,"0","810",NA,NA
"519","Miguel Angel Barbieri ","Defensa Central en Tijuana (LIGA MX) para Clausura 2020","79 kg","1.81","Argentino","8","7",NA,"0","631","3","1"
"520","Jordan Jesús Silva Díaz","Defensa en Tijuana (LIGA MX) para Apertura 2019 - Clausura 2021","70 kg","1.89","Mexicano","4","3",NA,"0","287",NA,NA
"521","Leandro Martín González Pirez","Defensa Central en Tijuana (LIGA MX) para Clausura 2020 - Apertura 2022","83 kg","1.84","Argentino","10","10","1","0","900","3",NA
"522","Vladimir Eduardo Loroña Aguilar","Defensa Lateral en Tijuana (LIGA MX) para Apertura 2019 - Clausura 2023","75 kg","1.8","Mexicano","8","8",NA,"0","702","1",NA
"523","Omar Israel Mendoza Martín","Defensa Lateral en Tijuana (LIGA MX)","72 kg","1.73","Mexicano","4","3",NA,"0","282",NA,NA
"524","Víctor Guadalupe Torres Chávez","Defensa Central en Tijuana (LIGA MX) para Apertura 2019 - Clausura 2022","78 kg","1.84","Mexicano",NA,NA,NA,"0",NA,NA,NA
"525","Bryan Colula Alarcón","Defensa Lateral en Tijuana (LIGA MX) para Clausura 2020 - Apertura 2020","70 kg","1.72","Mexicano",NA,NA,NA,"0",NA,NA,NA
"526","Víctor Andrés Guzmán Olmedo","Defensa Central en Tijuana (LIGA MX) para Apertura 2019 - Clausura 2022","75 kg","1.74","Mexicano",NA,NA,NA,"0",NA,NA,NA
"527","Luis Armando Martínez Aguilar","Defensa en Tijuana (LIGA MX) para Clausura 2020","71 kg","1.73","Mexicano",NA,NA,NA,"0",NA,NA,NA
"528","Kevin Alexander Balanta Lucumi","Medio en Tijuana (LIGA MX) para Clausura 2020 - Clausura 2023","73 kg","1.81","Colombiano","4","3",NA,"0","187",NA,NA
"529","José Ignacio Rivero Segade","Medio en Tijuana (LIGA MX) para Apertura 2018 - Apertura 2021","60 kg","1.66","Uruguayo","10","10","1","0","900","1",NA
"530","Christian Hernando Rivera Cuellar","Medio Ofensivo en Tijuana (LIGA MX) para Clausura 2020 - Apertura 2020","76 kg","1.85","Colombiano","10","7",NA,"0","773","1",NA
"531","Alexis Castro ","Medio en Tijuana (LIGA MX) para Clausura 2020 - Apertura 2020","73 kg","1.83","Argentino","6","3","2","0","293","1",NA
"532","Aldo Jafid Cruz Sánchez","Medio en Tijuana (LIGA MX) para Apertura 2019 - Clausura 2022","62 kg","1.73","Mexicano","9","9",NA,"0","796",NA,"1"
"533","Mauro Alberto Lainez Leyva","Medio en Tijuana (LIGA MX) para Apertura 2019 - Clausura 2020","66 kg","1.71","Mexicano","9","9","2","0","676","2","1"
"534","Luis Javier Gamíz Ávila","Medio Defensivo en Tijuana (LIGA MX) para Clausura 2019 - Clausura 2023","68 kg","1.72","Mexicano",NA,NA,NA,"0",NA,NA,NA
"535","Jared Isaí Romero Elías","Medio Defensivo en Tijuana (LIGA MX) para Apertura 2019 - Clausura 2023","71 kg","1.73","Mexicano",NA,NA,NA,"0",NA,NA,NA
"536","Edgar Iván López Rodríguez","Medio Ofensivo en Tijuana (LIGA MX) para Apertura 2019 - Clausura 2022","68 kg","1.8","Mexicano",NA,NA,NA,"0",NA,NA,NA
"537","Alfonso Emilio Sánchez Castillo","Medio Ofensivo en Tijuana (LIGA MX) para Clausura 2020 - Apertura 2020","76 kg","1.85","Mexicano","6","4",NA,"0","317",NA,NA
"538","Camilo Da Silva Sanvezzo","Delantero en Tijuana (LIGA MX) para Apertura 2019 - Clausura 2021","72 kg","1.69","Mexicano","7","7","2","0","505",NA,NA
"539","Ángel Baltazar Sepúlveda Sánchez","Delantero en Tijuana (LIGA MX) para Apertura 2019 - Clausura 2022","79 kg","1.81","Mexicano","6","2",NA,"0","168",NA,NA
"540","Miler Alejandro Bolaños Reascos","Delantero en Tijuana (LIGA MX) para Apertura 2018 - Clausura 2021","65 kg","1.72","Ecuatoriano","9","8",NA,"0","757","3",NA
"541","Bryan Dennys Angulo Tenorio","Delantero en Tijuana (LIGA MX) para Clausura 2020 - Apertura 2020","70 kg","1.83","Ecuatoriano","6","3","1","0","304",NA,NA
"542","Edwin Andrés Cardona Bedoya","Delantero en Tijuana (LIGA MX) para Clausura 2020 - Apertura 2020","92 kg","1.83","Colombiano","4","1",NA,"0","156","2",NA
"543","Erick Estéfano Torres Padilla","Delantero en Tijuana (LIGA MX) para Apertura 2018 - Apertura 2020","78 kg","1.83","Mexicano","7","1","1","0","171",NA,NA
"544","Cesar Alejandro Falletti Dos Santos","Delantero en Tijuana (LIGA MX) para Apertura 2019 - Clausura 2020","78 kg","1.73","Uruguayo","2","2",NA,"0","104",NA,NA
"545","Daniel Guadalupe López Valdéz","Delantero en Tijuana (LIGA MX) para Apertura 2018 - Apertura 2022","66 kg","1.79","Mexicano",NA,NA,NA,"0",NA,NA,NA
"546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
